ace ##r wants $ 170 to just look at it then add the repair cost on top of that .####0,2 -1,-1	SUPPORT#PRICE#1
sorry for the ` ` down ##er ` ` start here , because as a chrome ##book , the c ##30 ##2 is very good .####19,22 24,25	LAPTOP#GENERAL#2
sorry for the ` ` down ##er ` ` start here , because as a chrome ##book , the c ##30 ##2 is very good .####15,17 24,25	LAPTOP#GENERAL#2
the c ##30 ##2 m ##5 ( the best processor i could find so far , is a very good chrome ##book .####4,6 8,9	CPU#GENERAL#2
the c ##30 ##2 m ##5 ( the best processor i could find so far , is a very good chrome ##book .####9,10 8,9	CPU#GENERAL#2
the c ##30 ##2 m ##5 ( the best processor i could find so far , is a very good chrome ##book .####1,4 19,20	LAPTOP#GENERAL#2
the c ##30 ##2 m ##5 ( the best processor i could find so far , is a very good chrome ##book .####20,22 19,20	LAPTOP#GENERAL#2
still , a very nice compact chrome ##book .####6,8 4,5	LAPTOP#GENERAL#2
still , a very nice compact chrome ##book .####6,8 5,6	LAPTOP#GENERAL#2
it has a light design making it easy for travel , reasonably small screen that makes it easy to use on your lap or in class , and a quality chassis to give it that nice premium feeling almost like a shiny apple mac .####-1,-1 3,4	LAPTOP#DESIGN_FEATURES#2
it has a light design making it easy for travel , reasonably small screen that makes it easy to use on your lap or in class , and a quality chassis to give it that nice premium feeling almost like a shiny apple mac .####30,31 29,30	LAPTOP#DESIGN_FEATURES#2
it has a light design making it easy for travel , reasonably small screen that makes it easy to use on your lap or in class , and a quality chassis to give it that nice premium feeling almost like a shiny apple mac .####30,31 35,36	LAPTOP#DESIGN_FEATURES#2
it has a light design making it easy for travel , reasonably small screen that makes it easy to use on your lap or in class , and a quality chassis to give it that nice premium feeling almost like a shiny apple mac .####-1,-1 17,18	LAPTOP#PORTABILITY#2
it has a light design making it easy for travel , reasonably small screen that makes it easy to use on your lap or in class , and a quality chassis to give it that nice premium feeling almost like a shiny apple mac .####-1,-1 -1,-1	LAPTOP#USABILITY#2
it has a light design making it easy for travel , reasonably small screen that makes it easy to use on your lap or in class , and a quality chassis to give it that nice premium feeling almost like a shiny apple mac .####13,14 11,12	DISPLAY#DESIGN_FEATURES#2
the biggest benefit with this computer for me is the longevity of the battery life with this thing .####13,15 2,3	BATTERY#OPERATION_PERFORMANCE#2
the biggest benefit with this computer for me is the longevity of the battery life with this thing .####13,15 10,11	BATTERY#OPERATION_PERFORMANCE#2
* very solid ##ly built and it transitions nicely from laptop to tablet mode .####4,5 2,4	LAPTOP#QUALITY#2
* very solid ##ly built and it transitions nicely from laptop to tablet mode .####10,11 8,9	LAPTOP#DESIGN_FEATURES#2
* very solid ##ly built and it transitions nicely from laptop to tablet mode .####12,13 8,9	LAPTOP#DESIGN_FEATURES#2
it feels very nice and i also really like the back ##lit keys in the dark .####-1,-1 3,4	LAPTOP#GENERAL#2
it feels very nice and i also really like the back ##lit keys in the dark .####10,13 8,9	KEYBOARD#GENERAL#2
* the screen is more than adequate for me , although i have not used it outside much yet .####2,3 -1,-1	DISPLAY#USABILITY#2
* battery - i can not really speak to the battery life yet , but as a power user with lots of tab ##s and several apps open , it is giving me a days use 5 + hours of use so far .####-1,-1 -1,-1	BATTERY#OPERATION_PERFORMANCE#2
* battery - i can not really speak to the battery life yet , but as a power user with lots of tab ##s and several apps open , it is giving me a days use 5 + hours of use so far .####10,12 -1,-1	BATTERY#OPERATION_PERFORMANCE#2
it is working really well .####-1,-1 4,5	LAPTOP#OPERATION_PERFORMANCE#2
surprisingly to me , the tablet form has been better than expected for reading .####5,7 0,1	LAPTOP#OPERATION_PERFORMANCE#2
surprisingly to me , the tablet form has been better than expected for reading .####5,7 9,10	LAPTOP#OPERATION_PERFORMANCE#2
in laptop mode the track ##pad works very well for this .####4,6 8,9	HARDWARE#OPERATION_PERFORMANCE#2
the sound is not real loud from the speakers , but i am reasonably pleased with the quality .####1,2 14,15	MULTIMEDIA_DEVICES#QUALITY#2
the sound is not real loud from the speakers , but i am reasonably pleased with the quality .####8,9 14,15	MULTIMEDIA_DEVICES#QUALITY#2
it ' s one of the best chrome ##book in the market if not the best .####7,9 15,16	LAPTOP#GENERAL#2
it ' s one of the best chrome ##book in the market if not the best .####7,9 -1,-1	LAPTOP#GENERAL#2
speed : it ' s very fast .####-1,-1 6,7	LAPTOP#OPERATION_PERFORMANCE#2
key ##bo ##oa ##rd : keyboard is good .####0,4 7,8	KEYBOARD#GENERAL#2
key ##bo ##oa ##rd : keyboard is good .####5,6 7,8	KEYBOARD#GENERAL#2
track ##bad : it could be better but it ' s not bad 8 .####0,2 6,7	KEYBOARD#GENERAL#2
track ##bad : it could be better but it ' s not bad 8 .####0,2 11,13	KEYBOARD#GENERAL#2
the bat ##rey charges very quickly , you will need 1 hour for a full charge .####1,4 5,6	POWER_SUPPLY#OPERATION_PERFORMANCE#2
the cool ##est thing is the touch screen on something this size .####6,8 1,3	DISPLAY#DESIGN_FEATURES#2
so far , netflix has been the most useful for me .####3,4 8,9	SOFTWARE#GENERAL#2
i love my c ##30 ##2 !####3,6 1,2	LAPTOP#GENERAL#2
it ' s the perfect size and , like you said , the keyboard is one of the best i ' ve ever laid my hands on .####-1,-1 4,5	LAPTOP#DESIGN_FEATURES#2
it ' s the perfect size and , like you said , the keyboard is one of the best i ' ve ever laid my hands on .####13,14 18,19	KEYBOARD#GENERAL#2
the build quality is great .####1,3 4,5	LAPTOP#QUALITY#2
it travels well , great battery life , and is powerful enough for 100 % of the tasks i need to do ( web , streaming , word processing , reports , email ) .####-1,-1 2,3	LAPTOP#OPERATION_PERFORMANCE#2
it travels well , great battery life , and is powerful enough for 100 % of the tasks i need to do ( web , streaming , word processing , reports , email ) .####5,7 4,5	BATTERY#OPERATION_PERFORMANCE#2
chrome is also a great os - fast and so convenient especially if you rely on doc ##s , sheets , google drive , etc .####0,1 4,5	OS#OPERATION_PERFORMANCE#2
chrome is also a great os - fast and so convenient especially if you rely on doc ##s , sheets , google drive , etc .####0,1 7,8	OS#OPERATION_PERFORMANCE#2
chrome is also a great os - fast and so convenient especially if you rely on doc ##s , sheets , google drive , etc .####0,1 10,11	OS#OPERATION_PERFORMANCE#2
chrome is also a great os - fast and so convenient especially if you rely on doc ##s , sheets , google drive , etc .####5,6 4,5	OS#OPERATION_PERFORMANCE#2
chrome is also a great os - fast and so convenient especially if you rely on doc ##s , sheets , google drive , etc .####5,6 7,8	OS#OPERATION_PERFORMANCE#2
chrome is also a great os - fast and so convenient especially if you rely on doc ##s , sheets , google drive , etc .####5,6 10,11	OS#OPERATION_PERFORMANCE#2
this chrome ##book is amazing .####1,3 4,5	LAPTOP#GENERAL#2
this chrome ##book features a full size keyboard and is easier type on by a long shot .####7,8 5,7	KEYBOARD#DESIGN_FEATURES#2
this chrome ##book features a full size keyboard and is easier type on by a long shot .####7,8 10,11	KEYBOARD#OPERATION_PERFORMANCE#2
it has a very fast 64 ##gb ss ##d and 4 ##gb on lp ##dd ##r ##3 memory .####5,9 4,5	HARD_DISC#OPERATION_PERFORMANCE#2
it has a very fast 64 ##gb ss ##d and 4 ##gb on lp ##dd ##r ##3 memory .####13,18 4,5	MEMORY#OPERATION_PERFORMANCE#2
it is a fan ##less processor so there are no vents or openings of any kind which makes this exceptionally quiet as well .####5,6 -1,-1	CPU#DESIGN_FEATURES#2
the device is very light and easily transport ##able .####1,2 4,5	LAPTOP#DESIGN_FEATURES#2
the device is very light and easily transport ##able .####1,2 7,9	LAPTOP#PORTABILITY#2
speaking of as ##us flip itself - it is great in every way !####2,5 9,10	LAPTOP#GENERAL#2
i am not a tech ##ie , all i can say as user - this chrome ##book is fast , it lasts and weighs very little .####15,17 18,19	LAPTOP#OPERATION_PERFORMANCE#2
the unit is sturdy and the screen is excellent .####1,2 3,4	LAPTOP#DESIGN_FEATURES#2
the unit is sturdy and the screen is excellent .####6,7 8,9	LAPTOP#GENERAL#2
blue ##tooth to an external speaker is do - able , but not convenient .####0,2 12,14	MULTIMEDIA_DEVICES#CONNECTIVITY#0
blue ##tooth to an external speaker is do - able , but not convenient .####5,6 12,14	MULTIMEDIA_DEVICES#CONNECTIVITY#0
note : my first one arrived with a crushed speaker screen on one side , though the packaging was un ##mo ##les ##ted .####9,11 8,9	MULTIMEDIA_DEVICES#QUALITY#2
this is a wonderful device .####4,5 3,4	LAPTOP#GENERAL#2
i ' m no expert on screens but i personally think the panel looks very nice .####12,13 15,16	DISPLAY#DESIGN_FEATURES#2
battery life appears good but will depend on your brightness and how much streaming your doing .####0,2 3,4	BATTERY#OPERATION_PERFORMANCE#2
i was able to charge it quite rapidly with the usb - c charge ##r and was about fully charged in an hour .####10,15 -1,-1	POWER_SUPPLY#OPERATION_PERFORMANCE#2
boot time is basically non - existent .####0,2 -1,-1	OS#OPERATION_PERFORMANCE#2
the touch screen works quite well and i have found myself watching videos in tablet mode with ease .####1,3 5,6	DISPLAY#OPERATION_PERFORMANCE#2
it has non existent boot times and updates are easy .####4,6 -1,-1	OS#OPERATION_PERFORMANCE#2
it has non existent boot times and updates are easy .####7,8 9,10	OS#USABILITY#2
the chrome ##book is great as a truly mobile device - take it anywhere , open it up , and do whatever you need to do without being has ##sle ##d and within moments .####1,3 4,5	LAPTOP#PORTABILITY#2
the chrome ##book is great as a truly mobile device - take it anywhere , open it up , and do whatever you need to do without being has ##sle ##d and within moments .####9,10 4,5	LAPTOP#PORTABILITY#2
love the keyboard more than its predecessor .####2,3 0,1	KEYBOARD#GENERAL#2
great battery ; charges quickly .####1,2 0,1	BATTERY#GENERAL#2
great battery ; charges quickly .####1,2 4,5	BATTERY#OPERATION_PERFORMANCE#2
good looking screen , has been bright enough for daily use , including outdoor .####2,3 0,1	DISPLAY#DESIGN_FEATURES#2
the screen ' s color ga ##mut is only 50 % nt ##sc , but as i don ' t perform image editing with it , this hasn ' t mattered .####1,7 -1,-1	DISPLAY#DESIGN_FEATURES#0
it worked beautifully and smoothly .####-1,-1 2,3	LAPTOP#OPERATION_PERFORMANCE#2
it worked beautifully and smoothly .####-1,-1 4,5	LAPTOP#OPERATION_PERFORMANCE#2
- fully charges in about an hour####-1,-1 -1,-1	POWER_SUPPLY#OPERATION_PERFORMANCE#2
- back ##lit keyboard that ' s really quiet ( perfect for in - class typing or library use )####1,4 8,9	KEYBOARD#GENERAL#2
- back ##lit keyboard that ' s really quiet ( perfect for in - class typing or library use )####1,4 10,11	KEYBOARD#GENERAL#2
- fast boot up ( 3 seconds )####2,4 1,2	OS#OPERATION_PERFORMANCE#2
keyboard has a nice feel to it .####0,1 3,4	KEYBOARD#USABILITY#2
voice to text is good .####0,3 4,5	MULTIMEDIA_DEVICES#GENERAL#2
chrome os is like the chrome browser + apps taken up a level .####0,2 -1,-1	OS#OPERATION_PERFORMANCE#1
i don ' t know that i would want to use for work but it ' s perfect for personal use .####-1,-1 17,18	LAPTOP#GENERAL#2
the screen is great , the computer is fast , and looks great with the aluminum case .####1,2 12,13	DISPLAY#GENERAL#2
the screen is great , the computer is fast , and looks great with the aluminum case .####6,7 8,9	LAPTOP#OPERATION_PERFORMANCE#2
the screen is great , the computer is fast , and looks great with the aluminum case .####15,17 -1,-1	LAPTOP#DESIGN_FEATURES#2
open ##v ##p ##n support needs some serious work still .####0,5 -1,-1	SUPPORT#DESIGN_FEATURES#0
don ' t get me wrong though , i love the battery life and 95 % i ' m happy chu ##gging along , but every once in a while this rear ##s it ' s ugly head .####11,13 9,10	BATTERY#GENERAL#2
don ' t get me wrong though , i love the battery life and 95 % i ' m happy chu ##gging along , but every once in a while this rear ##s it ' s ugly head .####-1,-1 36,37	LAPTOP#GENERAL#2
the keyboard is really nice - .####1,2 4,5	KEYBOARD#GENERAL#2
this chrome ##book works like a dream .####1,3 6,7	LAPTOP#OPERATION_PERFORMANCE#2
note : i haven ' t had any issues with the touch ##screen at all .####11,13 -1,-1	DISPLAY#QUALITY#2
i used to use a ridiculous ##ly heavy d _ _ _ ins ##pi ##rion , which i love because of the 17 ` ` screen and capabilities , but i quickly found that carrying it anywhere caused my shoulders and back to hurt !####-1,-1 18,19	DISPLAY#GENERAL#2
i used to use a ridiculous ##ly heavy d _ _ _ ins ##pi ##rion , which i love because of the 17 ` ` screen and capabilities , but i quickly found that carrying it anywhere caused my shoulders and back to hurt !####-1,-1 -1,-1	LAPTOP#USABILITY#0
i love , love , love this computer .####7,8 3,4	LAPTOP#GENERAL#2
i love , love , love this computer .####7,8 5,6	LAPTOP#GENERAL#2
i love , love , love this computer .####7,8 -1,-1	LAPTOP#GENERAL#2
big screen !####1,2 0,1	DISPLAY#DESIGN_FEATURES#2
sound sort of sucks but i don ' t use it for music .####0,1 3,4	MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE#0
android aspect is no longer ` ` beta , ` ` and gotten / still getting better .####0,1 16,17	SOFTWARE#GENERAL#2
the keyboard and display quality have always been as ##us strengths in my experience .####3,4 10,11	DISPLAY#QUALITY#2
the touch ##pad is not the best , but it is not that terrible either .####1,3 4,7	KEYBOARD#GENERAL#1
the touch ##pad is not the best , but it is not that terrible either .####1,3 11,14	KEYBOARD#GENERAL#1
i am not fond of touch ##pad ##s anyway , so probably not the best one to judge them .####5,8 2,5	KEYBOARD#GENERAL#0
but as it stands still makes a great mobile device with excellent battery life to boot .####8,10 7,8	LAPTOP#GENERAL#2
but as it stands still makes a great mobile device with excellent battery life to boot .####12,14 11,12	BATTERY#GENERAL#2
this chrome ##book is great system that is lightweight , has excellent battery life , and offers a fantastic keyboard .####1,3 4,5	LAPTOP#GENERAL#2
this chrome ##book is great system that is lightweight , has excellent battery life , and offers a fantastic keyboard .####5,6 4,5	LAPTOP#GENERAL#2
this chrome ##book is great system that is lightweight , has excellent battery life , and offers a fantastic keyboard .####1,3 8,9	LAPTOP#DESIGN_FEATURES#2
this chrome ##book is great system that is lightweight , has excellent battery life , and offers a fantastic keyboard .####5,6 8,9	LAPTOP#DESIGN_FEATURES#2
this chrome ##book is great system that is lightweight , has excellent battery life , and offers a fantastic keyboard .####12,14 11,12	BATTERY#GENERAL#2
